student_name,subject,score,timeSpent
Ian Jones,Statistics,33.32,45
Charlie Johnson,History,29.52,65
Julia Jones,IT,0.25,57
Alice Smith,Chemistry,88.77,104
Ethan Brown,Biology,44.75,84
Bob Garcia,Chemistry,50.78,16
Alice Martinez,History,17.55,12
Charlie Smith,IT,51.75,110
Diana Jones,Chemistry,71.52,108
Fiona Garcia,Math,52.03,64
Hannah Garcia,History,71.53,21
Alice Williams,Statistics,16.86,114
George Brown,History,93.57,78
Diana Smith,Statistics,78.9,108
Bob Martinez,IT,59.39,34
Charlie Brown,Chemistry,78.15,61
Ethan Garcia,Math,37.73,42
Charlie Williams,History,76.83,16
Charlie Jones,Chemistry,32.44,13
Hannah Garcia,Statistics,38.32,61
Julia Williams,Biology,42.39,77
George Wilson,IT,51.56,21
Alice Martinez,Statistics,51.01,32
George Martinez,Math,20.23,65
Ian Wilson,IT,63.19,80
Fiona Miller,IT,24.7,80
Ethan Brown,IT,11.17,31
Diana Davis,IT,68.56,113
Alice Williams,History,78.58,77
George Jones,Statistics,17.39,109
Ian Smith,Math,28.07,61
Alice Brown,Chemistry,59.9,13
Ethan Williams,Statistics,38.37,78
Ethan Williams,Statistics,46.86,120
Alice Williams,History,1.16,117
Ethan Garcia,Biology,91.79,44
Charlie Williams,Chemistry,52.39,22
George Wilson,Chemistry,19.08,74
Hannah Davis,Math,20.89,98
Ian Miller,Biology,68.4,46
George Garcia,Biology,95.98,65
Ethan Smith,Statistics,17.31,106
George Miller,Biology,10.69,49
Julia Garcia,Statistics,38.4,100
Charlie Brown,IT,35.75,61
Hannah Davis,Math,29.02,56
Fiona Davis,Statistics,67.74,61
Julia Martinez,Statistics,34.81,47
Ethan Davis,IT,31.75,33
Alice Garcia,Biology,34.87,102
George Johnson,Biology,82.74,107
Alice Davis,IT,11.75,53
Ian Johnson,IT,18.59,40
Fiona Brown,Statistics,38.65,33
Julia Davis,Chemistry,44.88,62
Alice Brown,Biology,74.53,87
Diana Martinez,Biology,22.34,16
Julia Jones,Biology,3.21,97
Julia Williams,Statistics,34.29,82
Ian Brown,Statistics,29.49,102
Bob Smith,History,61.7,12
Alice Johnson,Math,5.44,54
Diana Wilson,Statistics,8.22,112
Julia Martinez,History,21.08,95
Bob Smith,Statistics,47.88,54
Bob Smith,Chemistry,59.76,56
Ethan Johnson,Statistics,27.1,12
Charlie Brown,History,8.93,69
Hannah Smith,Statistics,54.98,62
Fiona Williams,Chemistry,26.98,37
Ian Martinez,IT,21.02,119
Diana Johnson,History,46.27,85
Diana Johnson,Biology,60.48,98
Hannah Garcia,IT,81.51,25
Ian Smith,Statistics,71.54,34
Alice Garcia,IT,37.28,52
Ian Martinez,Biology,99.13,59
Ian Martinez,IT,31.66,33
Diana Garcia,Statistics,2.03,21
Julia Jones,IT,92.49,67
Hannah Johnson,Biology,62.22,52
Diana Miller,Biology,5.46,16
Alice Miller,Biology,34.94,26
Charlie Wilson,History,34.67,32
Julia Davis,Math,81.85,16
Julia Davis,Biology,74.52,107
Ian Davis,Chemistry,94.11,49
Ian Smith,IT,96.08,83
Ian Smith,Math,79.9,109
George Smith,IT,66.71,98
Bob Brown,Biology,30.59,33
Bob Williams,History,90.92,32
Charlie Jones,Statistics,70.59,56
Julia Garcia,Biology,8.72,72
Alice Miller,Biology,90.13,107
Hannah Davis,Chemistry,45.17,46
Bob Garcia,IT,37.32,77
Alice Smith,Chemistry,96.47,72
Charlie Brown,Math,90.95,23
Hannah Johnson,IT,22.92,72
Julia Jones,History,69.02,74
Alice Williams,Statistics,96.79,106
Diana Miller,IT,68.59,80
Diana Davis,Biology,68.21,40
Diana Smith,Statistics,92.5,93
Bob Garcia,Chemistry,3.29,107
Ethan Brown,Statistics,88.32,117
Diana Wilson,Math,66.41,30
Diana Johnson,Chemistry,17.76,13
Ian Wilson,IT,32.2,49
Bob Johnson,Statistics,10.45,71
Julia Davis,Statistics,49.73,16
Fiona Williams,Statistics,26.49,58
Ian Davis,Biology,90.08,78
Bob Miller,History,18.58,90
Julia Williams,Biology,20.53,120
Ethan Johnson,History,94.3,29
Julia Martinez,Chemistry,9.02,57
Diana Davis,Math,2.68,100
Ian Wilson,Math,83.96,25
Ian Martinez,IT,59.76,54
Fiona Wilson,History,22.08,62
Ethan Garcia,Math,97.05,31
Fiona Garcia,Biology,71.4,47
Diana Davis,Biology,26.33,77
Charlie Smith,Statistics,63.76,48
Ethan Miller,Biology,97.54,113
Hannah Williams,Statistics,39.07,41
Bob Williams,Biology,68.93,38
Ethan Davis,Statistics,71.31,81
Diana Smith,History,24.84,33
Bob Miller,IT,74.28,99
Ian Williams,History,2.73,93
Julia Davis,IT,65.73,108
Diana Smith,Chemistry,67.71,114
Julia Miller,History,16.42,91
Hannah Jones,History,28.58,116
Fiona Martinez,Chemistry,28.7,89
Alice Johnson,Statistics,34.02,32
Fiona Smith,Math,78.97,97
Alice Smith,Statistics,10.54,110
Ian Davis,Math,74.76,95
Diana Wilson,Statistics,29.15,44
Charlie Miller,IT,15.61,107
Ian Jones,History,76.5,67
George Davis,IT,3.85,23
Ethan Jones,Chemistry,87.83,70
Ian Martinez,Biology,1.71,32
Fiona Garcia,Biology,49.63,102
Diana Wilson,Statistics,2.36,47
Charlie Johnson,Math,34.98,23
Diana Smith,Chemistry,75.77,115
Hannah Wilson,Math,71.69,22
George Davis,History,41.41,87
Fiona Garcia,Math,13.21,87
Alice Smith,History,58.47,30
Fiona Brown,Math,36.13,104
George Johnson,Chemistry,25.09,33
Ian Davis,Chemistry,33.42,17
Fiona Davis,History,70.19,79
George Williams,History,63.04,74
Alice Davis,History,7.13,24
Ethan Wilson,Statistics,88.51,45
Julia Smith,Biology,84.97,37
Bob Davis,Biology,41.57,73
Julia Garcia,Math,83.9,78
Ian Garcia,Math,85.6,83
Fiona Johnson,IT,69.72,116
Hannah Brown,Chemistry,56.66,23
Diana Brown,Biology,91.08,58
Alice Wilson,History,66.32,52
Ian Garcia,Math,93.85,75
Alice Smith,IT,56.21,116
Fiona Jones,History,79.52,110
Fiona Brown,Math,15.15,20
Diana Miller,Biology,60.78,104
Alice Johnson,Biology,36.52,25
Hannah Jones,Statistics,55.58,89
Fiona Jones,History,96.36,13
Julia Wilson,Math,81.89,64
Hannah Garcia,Statistics,54.09,81
Diana Jones,Biology,84.62,43
Fiona Jones,Chemistry,47.8,48
Hannah Garcia,Statistics,81.88,24
George Brown,Statistics,92.63,12
Julia Brown,IT,89.87,38
Bob Miller,History,58.89,95
Julia Williams,Math,85.31,92
Fiona Williams,History,34.45,72
Hannah Smith,Statistics,65.51,107
Hannah Miller,IT,73.74,113
Hannah Jones,History,95.39,22
Fiona Williams,IT,62.27,38
Alice Martinez,Chemistry,44.95,90
Alice Jones,Biology,24.99,30
George Smith,Statistics,5.82,35
Alice Jones,Statistics,17.24,63
Bob Smith,Biology,17.34,67
Bob Miller,History,60.6,78
Julia Jones,Chemistry,44.77,31
Charlie Davis,History,30.62,58
Bob Miller,Statistics,42.36,88
Charlie Wilson,Chemistry,96.88,100
Alice Brown,IT,19.67,52
Bob Smith,Statistics,84.53,51
Charlie Smith,Biology,78.46,41
Diana Miller,History,83.38,87
Ethan Davis,Biology,76.23,34
Hannah Jones,IT,3.47,116
Bob Smith,IT,2.06,120
Hannah Smith,Statistics,5.99,28
Julia Martinez,IT,55.64,116
Charlie Miller,History,65.63,100
Diana Smith,IT,78.19,33
Alice Miller,Math,29.63,27
George Miller,History,85.27,92
Ian Smith,Math,56.59,72
Alice Martinez,Chemistry,38.88,115
Julia Williams,Biology,68.19,18
George Smith,History,61.49,116
Ian Davis,IT,33.11,39
Julia Brown,Biology,74.39,93
Ian Wilson,Statistics,9.47,38
Hannah Brown,History,7.59,57
Hannah Williams,IT,74.29,101
George Brown,IT,86.45,20
Alice Johnson,IT,59.49,53
George Smith,Statistics,61.58,96
Charlie Jones,Chemistry,68.86,11
Alice Garcia,Biology,58.96,54
Fiona Brown,Math,14.55,13
Alice Garcia,Statistics,18.93,119
Bob Williams,IT,24.9,86
Diana Martinez,IT,8.75,102
Ethan Smith,Biology,69.23,88
Julia Johnson,Chemistry,63.91,102
Ethan Wilson,Statistics,60.47,30
Fiona Williams,Statistics,29.47,55
Diana Williams,History,89.25,76
George Davis,Math,27.87,99
Ian Williams,Biology,13.11,78
Charlie Williams,Chemistry,6.77,10
Fiona Jones,Math,28.37,84
Diana Jones,Chemistry,74.71,24
Julia Martinez,Biology,55.58,74
Diana Johnson,Biology,24.03,90
Alice Davis,Biology,13.01,78
Fiona Martinez,Biology,54.47,103
Ethan Garcia,IT,48.59,101
Diana Garcia,History,7.81,76
Ian Williams,Math,77.38,75
Hannah Williams,History,26.44,52
Charlie Williams,History,0.3,76
Fiona Wilson,Biology,91.99,60
Hannah Miller,Biology,93.8,70
Ian Garcia,History,15.97,111
Julia Miller,Math,93.22,72
Hannah Williams,Math,94.1,32
Bob Davis,Biology,12.37,101
Charlie Jones,Chemistry,83.12,23
Charlie Miller,Biology,21.88,82
Charlie Williams,Math,90.61,19
Diana Jones,Chemistry,36.35,115
Bob Miller,IT,83.68,112
Julia Wilson,Statistics,0.11,90
Fiona Smith,Math,18.64,111
Diana Miller,Math,30.71,100
Fiona Miller,Statistics,46.42,40
Ian Martinez,IT,47.08,30
Diana Wilson,Chemistry,77.57,13
Ethan Martinez,Biology,11.54,58
George Martinez,IT,54.41,56
Hannah Williams,IT,45.73,36
Diana Johnson,Statistics,37.94,18
Julia Wilson,IT,54.8,95
Alice Smith,Statistics,83.92,48
George Garcia,Statistics,3.07,61
Ian Wilson,Biology,24.33,56
Ian Brown,Math,57.78,59
Bob Jones,Biology,65.4,55
Charlie Garcia,Biology,67.92,87
Ian Brown,Biology,33.86,45
Fiona Williams,Statistics,81.0,68
Diana Garcia,History,44.89,86
Alice Williams,Math,11.48,31
Hannah Miller,Math,76.74,111
Hannah Williams,Chemistry,2.83,76
Hannah Garcia,History,94.02,62
Charlie Davis,IT,64.4,19
Alice Martinez,Statistics,11.01,20
Charlie Brown,Biology,3.42,87
Hannah Miller,Statistics,14.47,22
Hannah Johnson,IT,50.66,98
Charlie Johnson,IT,46.53,47
George Jones,Math,83.28,48
Alice Brown,Math,38.58,20
Fiona Garcia,Biology,42.26,30
Bob Brown,History,32.82,52
George Williams,Statistics,59.25,55
Ethan Brown,IT,4.39,43
Diana Brown,Chemistry,19.35,56
Charlie Jones,History,43.91,108
George Brown,Chemistry,76.85,40
George Martinez,IT,54.28,107
Alice Williams,IT,5.61,112
Julia Garcia,Math,30.08,20
Charlie Jones,Math,76.88,56
Bob Smith,Math,72.71,24
Diana Jones,Statistics,17.66,67
George Miller,Math,46.25,75
George Miller,History,10.82,59
Fiona Miller,History,1.01,11
Bob Miller,History,2.48,30
Ethan Wilson,Chemistry,99.29,44
Ethan Davis,History,23.51,104
Diana Wilson,IT,19.98,25
Hannah Davis,IT,66.97,11
George Wilson,History,93.73,96
Bob Brown,Statistics,70.87,57
Ian Johnson,History,62.74,111
Fiona Williams,Math,94.78,119
George Garcia,Chemistry,25.97,114
Charlie Jones,Math,38.38,110
Fiona Miller,History,94.94,55
Charlie Brown,IT,20.45,79
Fiona Williams,History,76.92,84
Diana Garcia,Chemistry,0.72,55
Bob Martinez,Chemistry,65.96,104
Alice Jones,Statistics,62.1,16
Bob Garcia,History,10.77,54
George Jones,History,2.34,78
Julia Garcia,Chemistry,39.96,28
George Johnson,Chemistry,72.04,27
Hannah Smith,IT,25.58,47
Charlie Martinez,Chemistry,38.54,52
Ethan Johnson,Biology,91.56,40
Julia Brown,IT,7.16,20
Ian Jones,Chemistry,82.7,36
Alice Garcia,IT,19.86,96
Hannah Garcia,Chemistry,33.24,55
Bob Wilson,Biology,50.73,120
Hannah Martinez,History,34.22,22
Alice Smith,History,3.4,117
Charlie Garcia,IT,11.05,31
Alice Wilson,Math,11.27,62
George Jones,Math,93.01,84
Alice Miller,History,32.78,87
Alice Jones,Math,92.35,14
Alice Johnson,Biology,16.57,42
Ethan Martinez,Biology,89.4,53
Ian Jones,Biology,84.22,38
Alice Garcia,Chemistry,88.94,101
Diana Miller,Statistics,86.17,38
Alice Martinez,History,22.32,74
Julia Smith,IT,89.59,69
Diana Wilson,IT,11.55,60
Ethan Wilson,Biology,86.62,74
Ethan Miller,History,21.46,65
Fiona Martinez,Statistics,6.27,22
Alice Brown,History,26.33,81
Charlie Johnson,Chemistry,31.6,101
Julia Smith,Math,53.52,114
George Garcia,History,20.79,34
Julia Williams,History,4.83,10
Bob Johnson,Chemistry,8.28,28
Alice Martinez,History,66.12,97
Diana Miller,Statistics,15.92,99
Ian Brown,Math,11.12,60
Bob Brown,Math,8.07,55
Fiona Johnson,Chemistry,43.01,26
Alice Williams,Statistics,87.22,99
Fiona Garcia,Math,66.62,82
Charlie Martinez,Math,21.01,75
Hannah Brown,Statistics,22.03,13
Ian Williams,Biology,99.17,72
Diana Garcia,Statistics,99.92,93
George Smith,Chemistry,76.05,28
Diana Miller,Statistics,42.05,12
Alice Davis,Math,85.31,40
Fiona Davis,History,92.43,52
Bob Jones,Statistics,59.71,102
Diana Williams,Math,2.79,89
Julia Jones,Statistics,90.61,57
George Wilson,Chemistry,77.86,62
Diana Smith,History,99.37,14
Julia Garcia,Biology,6.18,61
Ethan Johnson,Chemistry,22.28,89
Ian Davis,Statistics,31.06,97
Julia Wilson,Statistics,72.07,120
Fiona Martinez,Math,40.12,47
Diana Garcia,Chemistry,41.5,65
Bob Johnson,Biology,83.35,119
George Davis,History,63.49,62
Ian Davis,Math,94.51,20
Charlie Brown,Statistics,97.86,66
Hannah Garcia,History,93.55,79
Bob Davis,Biology,33.57,118
Alice Brown,Math,31.2,80
Ethan Martinez,Chemistry,82.54,104
Ian Wilson,History,71.54,11
Julia Garcia,Math,48.68,43
Ethan Miller,IT,48.23,86
Diana Williams,IT,97.99,117
Diana Davis,History,29.65,54
Diana Johnson,Chemistry,60.94,54
Ian Garcia,Chemistry,88.39,41
Ethan Williams,History,24.98,88
Charlie Davis,Chemistry,29.23,113
Ian Martinez,Chemistry,54.89,113
Ethan Brown,IT,81.16,12
Charlie Wilson,History,33.5,11
Ian Williams,History,29.03,34
Hannah Davis,Math,63.74,94
Diana Williams,Biology,43.58,75
Ian Wilson,IT,32.71,58
Ian Jones,History,5.36,29
Alice Wilson,Chemistry,85.2,45
Alice Wilson,Statistics,30.47,86
George Davis,History,55.06,11
Bob Williams,Math,45.74,50
Diana Garcia,Math,94.96,62
George Jones,IT,12.49,80
Julia Johnson,IT,13.02,115
Ethan Jones,Chemistry,65.06,42
Bob Miller,IT,86.1,79
Charlie Miller,Biology,48.87,26
Julia Williams,IT,74.46,116
Ian Smith,IT,91.63,32
Fiona Johnson,Chemistry,49.36,84
Charlie Martinez,IT,38.02,43
Diana Martinez,Math,94.44,14
George Smith,IT,97.74,105
Ethan Williams,Statistics,39.75,48
Julia Smith,Chemistry,1.18,94
Alice Williams,Math,69.61,79
George Johnson,Statistics,91.84,48
Diana Wilson,Statistics,62.08,85
Ethan Williams,History,19.22,82
Ethan Miller,Biology,79.72,113
Diana Johnson,Statistics,72.26,82
George Miller,Statistics,27.73,73
Fiona Johnson,Biology,54.24,70
Diana Martinez,History,3.44,106
Bob Miller,Biology,65.98,35
Alice Miller,Statistics,5.1,20
Ethan Wilson,Biology,22.38,53
George Garcia,Math,89.69,112
Julia Jones,History,97.73,10
Alice Garcia,Biology,91.94,51
Ethan Martinez,Math,63.04,101
Charlie Brown,Chemistry,81.28,27
Charlie Brown,Biology,22.04,87
Charlie Jones,Biology,55.74,83
Ian Johnson,Chemistry,17.31,27
Ian Williams,Biology,53.8,52
Ian Miller,History,45.8,35
Charlie Brown,Math,59.33,115
Hannah Johnson,Statistics,99.97,71
Bob Jones,Biology,30.24,78
Charlie Miller,Biology,79.28,83
Alice Williams,History,88.47,10
Bob Miller,Statistics,41.66,114
Julia Garcia,Math,19.36,66
Fiona Brown,IT,25.68,95
Hannah Miller,Chemistry,22.06,20
Diana Brown,Chemistry,94.33,102
Bob Brown,Math,25.46,26
Bob Miller,Chemistry,88.34,47
Hannah Wilson,History,91.47,118
Julia Miller,Math,76.55,13
Alice Jones,Statistics,58.03,55
Ethan Johnson,Math,34.71,78
Ethan Garcia,Biology,59.03,82
Alice Wilson,Math,85.71,113
Ethan Miller,Biology,91.86,112
Julia Johnson,Biology,27.54,96
Hannah Smith,Biology,62.15,19
Diana Smith,IT,16.41,25
Ethan Smith,Chemistry,91.93,63
Hannah Miller,Math,76.28,114
George Williams,IT,47.1,110
Julia Jones,Statistics,69.26,11
Diana Garcia,Statistics,39.62,89
Ethan Davis,IT,61.95,60
Fiona Garcia,IT,80.86,84
Julia Davis,IT,96.65,85
Ian Garcia,Chemistry,21.42,52
George Williams,IT,30.66,71
Bob Johnson,Statistics,97.25,80
Charlie Davis,History,89.33,41
Hannah Johnson,History,44.73,109
Ethan Smith,Biology,56.06,20
Ethan Williams,Biology,12.75,38
George Wilson,History,32.05,52
Alice Williams,Math,43.27,61
Julia Smith,Chemistry,50.21,35
Ethan Martinez,Biology,61.49,98
Julia Davis,Biology,51.1,44
George Davis,Biology,13.34,76
Hannah Brown,IT,16.26,103
Julia Martinez,IT,1.97,71
Alice Jones,Math,76.12,37
Diana Johnson,Math,23.37,40
George Wilson,Math,61.71,102
George Brown,Math,67.05,16
George Johnson,Statistics,21.26,81
Bob Miller,History,9.35,105
Julia Davis,Statistics,36.29,43
Julia Davis,IT,2.78,30
Ethan Johnson,History,88.45,82
Alice Miller,Statistics,84.34,79
Ethan Johnson,Biology,54.98,91
Diana Wilson,Statistics,71.26,105
Fiona Brown,Biology,7.01,30
Julia Garcia,Statistics,82.88,24
Ian Brown,IT,68.22,114
Hannah Garcia,IT,96.29,69
Hannah Smith,IT,16.98,71
Hannah Johnson,Chemistry,45.42,29
Julia Martinez,History,55.62,26
Alice Williams,Chemistry,33.13,71
George Miller,Biology,63.73,12
Ethan Jones,IT,30.04,117
Alice Brown,History,94.63,71
Julia Jones,Chemistry,83.51,108
Hannah Wilson,Math,19.67,64
Diana Garcia,IT,33.62,31
George Johnson,IT,4.93,70
Diana Miller,Math,34.55,109
George Davis,Math,52.52,84
Alice Jones,Chemistry,33.08,49
Hannah Brown,Math,88.02,47
Charlie Martinez,IT,90.09,116
Hannah Williams,Chemistry,38.25,105
Fiona Miller,History,83.76,19
Julia Garcia,IT,71.66,19
Fiona Johnson,Biology,22.99,56
Bob Miller,History,90.0,25
Ethan Garcia,Math,34.58,115
Diana Davis,IT,12.18,35
Ethan Williams,IT,65.46,113
George Johnson,Biology,81.52,112
George Williams,Math,8.32,120
Hannah Wilson,IT,77.94,100
Julia Garcia,Statistics,74.23,31
Charlie Johnson,IT,72.67,56
Diana Miller,Statistics,13.99,120
Fiona Garcia,Statistics,35.09,20
Ian Miller,IT,17.63,104
Fiona Brown,Math,80.65,109
Bob Williams,History,56.25,104
Hannah Williams,History,11.27,104
Hannah Williams,Math,89.06,113
Diana Williams,Math,31.56,89
George Smith,IT,19.05,32
Bob Johnson,Statistics,5.01,111
Ethan Davis,Chemistry,8.09,98
Hannah Smith,History,66.69,24
George Johnson,Statistics,64.65,19
Julia Smith,Math,69.59,39
Diana Miller,Statistics,35.28,11
Diana Davis,Chemistry,42.17,102
Fiona Wilson,Math,47.56,52
Charlie Garcia,Math,54.62,63
George Miller,Chemistry,7.93,118
Charlie Brown,Chemistry,22.56,20
Hannah Williams,Chemistry,56.25,26
Ethan Johnson,Math,53.15,32
Ethan Brown,Biology,0.52,38
Ethan Jones,History,6.38,64
Fiona Garcia,Math,21.67,113
Fiona Garcia,History,74.16,64
Charlie Garcia,Math,34.56,43
Ian Miller,Chemistry,86.31,117
Ian Williams,History,99.58,113
Charlie Johnson,History,79.2,119
Ethan Williams,Math,71.72,106
Bob Wilson,Biology,98.64,47
Julia Jones,Biology,4.21,73
Charlie Miller,IT,20.01,97
Bob Garcia,History,56.18,67
Ian Brown,Chemistry,14.22,41
Ian Martinez,Biology,8.0,111
George Davis,Statistics,20.48,63
Alice Williams,History,7.14,67
Alice Johnson,Statistics,21.05,71
Bob Garcia,Statistics,79.11,103
Charlie Williams,Math,9.1,35
Alice Johnson,IT,99.14,12
Charlie Davis,Statistics,14.54,75
Charlie Williams,Math,74.78,26
Bob Brown,Math,46.46,103
Ian Brown,IT,2.77,90
Alice Williams,History,54.71,110
Julia Garcia,IT,70.78,99
Alice Smith,Statistics,83.16,94
George Miller,Statistics,27.63,75
Fiona Johnson,Chemistry,77.16,29
Bob Smith,Biology,47.81,14
Hannah Davis,Biology,5.47,106
Diana Martinez,Math,49.37,118
Ethan Miller,Statistics,91.96,104
Hannah Brown,History,14.18,34
Alice Brown,IT,66.95,111
George Jones,IT,77.26,60
George Smith,Math,34.64,89
Hannah Johnson,Statistics,99.47,17
Hannah Brown,IT,15.03,114
Ethan Williams,IT,65.93,62
Hannah Davis,Statistics,86.73,69
Ethan Wilson,Statistics,31.19,86
Charlie Wilson,Chemistry,14.46,84
Bob Jones,Chemistry,25.98,82
Ethan Garcia,Biology,37.12,95
Charlie Johnson,Statistics,23.32,80
Fiona Jones,Biology,20.62,55
Charlie Smith,Statistics,66.14,88
Fiona Wilson,IT,83.67,46
Hannah Jones,Biology,42.24,25
George Martinez,Math,52.43,90
Fiona Wilson,Math,6.34,10
Charlie Johnson,History,61.23,11
Ethan Miller,Statistics,4.22,63
George Wilson,Biology,91.41,13
Julia Williams,Math,92.17,73
Diana Garcia,Biology,43.85,19
Hannah Jones,Math,56.04,35
Charlie Williams,Biology,22.36,20
Hannah Johnson,Chemistry,32.15,54
Ethan Wilson,Chemistry,23.38,56
George Brown,History,55.41,31
Bob Garcia,Biology,89.37,59
Charlie Smith,Statistics,20.03,85
Bob Garcia,Math,20.55,54
Charlie Davis,History,26.08,109
Charlie Martinez,Chemistry,10.26,22
Julia Jones,Chemistry,32.31,51
Ethan Smith,IT,80.68,48
Julia Miller,Statistics,81.37,58
Charlie Garcia,Math,9.35,39
Ian Williams,History,55.72,17
Ian Garcia,Statistics,42.09,98
Alice Miller,History,64.18,69
Ian Brown,Chemistry,65.63,77
Alice Wilson,Chemistry,16.44,43
Bob Smith,Biology,20.69,86
Alice Wilson,Math,8.13,16
Ethan Miller,Statistics,22.06,83
Ian Jones,Biology,72.73,100
Fiona Wilson,IT,70.37,105
Hannah Davis,Math,5.4,101
Alice Wilson,IT,44.32,98
Hannah Brown,Statistics,89.77,37
Fiona Davis,IT,18.24,71
Bob Smith,History,79.62,42
Diana Davis,Chemistry,99.12,111
Diana Johnson,Math,30.74,44
Alice Williams,History,55.27,103
Ian Garcia,Statistics,31.72,75
Fiona Johnson,Math,51.61,105
Bob Smith,IT,63.27,17
Bob Miller,Statistics,27.52,40
Ian Garcia,History,76.15,16
Bob Johnson,History,31.4,48
Alice Smith,History,75.44,54
Fiona Jones,History,33.39,64
Bob Smith,IT,93.01,116
Ian Miller,Chemistry,43.84,45
Ian Wilson,Biology,65.84,74
Ethan Miller,Statistics,65.58,28
Diana Smith,IT,85.98,116
Bob Brown,History,5.3,110
Julia Smith,Math,59.0,108
George Davis,Biology,38.13,106
Charlie Martinez,Chemistry,20.78,50
Ethan Brown,Chemistry,56.74,46
Diana Williams,Statistics,10.62,92
Alice Jones,Statistics,9.96,24
Ian Wilson,IT,68.84,59
Hannah Davis,Math,3.85,109
Ian Jones,Math,31.3,46
Charlie Miller,Statistics,19.8,77
Fiona Wilson,IT,66.46,59
Julia Brown,Chemistry,8.21,116
Hannah Martinez,IT,87.46,119
Ethan Miller,IT,35.31,86
Bob Wilson,History,99.99,90
Ethan Martinez,Math,45.47,75
Hannah Miller,History,35.45,55
Bob Johnson,IT,78.74,77
Fiona Davis,Biology,81.89,79
Fiona Davis,Statistics,88.81,95
Alice Garcia,History,97.61,66
Hannah Wilson,History,43.48,32
Bob Smith,Chemistry,37.99,33
Hannah Martinez,History,22.52,50
Diana Johnson,History,54.38,81
George Wilson,Math,70.47,79
Julia Wilson,Statistics,52.05,109
Fiona Miller,Chemistry,53.29,81
Ian Davis,History,53.82,92
George Garcia,Math,43.75,88
Ian Williams,Math,10.01,116
Ethan Johnson,History,62.95,47
Charlie Davis,Statistics,20.92,33
Fiona Davis,Statistics,22.08,116
George Johnson,Biology,35.09,15
Ian Jones,History,25.35,30
George Wilson,IT,17.54,63
Diana Garcia,Math,72.11,46
Bob Garcia,Biology,94.85,61
Bob Johnson,Biology,82.92,72
Alice Johnson,IT,9.47,66
Ian Jones,Statistics,90.34,104
Fiona Smith,Math,1.63,18
Ethan Martinez,Chemistry,24.49,56
Charlie Davis,Statistics,64.98,23
Bob Johnson,IT,74.64,21
Julia Williams,Statistics,34.81,26
Hannah Garcia,IT,65.89,40
